musicId,title,type,writer,composer,producer,genre,artist,album,releaseDate,src,duration,language,likes,downloads,lyrics,label,playCount,musicMood,storageTime,id,dramatic,aggressive,romantic,happy,sad,user_id,checkin_emotion_value,positive,negative,music_path
98,于文文 - 体面 (Live).mp3,normal,,,,POP,,,,test/于文文 - 体面 (Live).mp3,0,,0,0,,,0,,2023-12-19T21:31:54,6592abeb3713042ee2067c3d,0.069017254,0.003654326,0.036520414,0.88511187,0.005696195,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\98.wav
99,"御鹿神谷,江苹果 - 孤星祭.mp3",normal,,,,POP,,,,"test/御鹿神谷,江苹果 - 孤星祭.mp3",0,,0,0,,,0,,2023-12-19T21:32:29,6592abed3713042ee2067c62,0.049175344,0.014335049,0.6957197,0.0023536263,0.23841627,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\99.wav
100,"御鹿神谷,江苹果 - 山眠.mp3",normal,,,,POP,,,,"test/御鹿神谷,江苹果 - 山眠.mp3",0,,0,0,,,0,,2023-12-19T21:32:46,6592abed3713042ee2067c63,0.037328176,0.011085476,0.6314769,0.033099487,0.2870099,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\100.wav
101,"张碧晨,王赫野 - 字字句句 (Live版).mp3",normal,,,,POP,,,,"test/张碧晨,王赫野 - 字字句句 (Live版).mp3",0,,0,0,,,0,,2023-12-19T21:33:07,6592abec3713042ee2067c57,0.0065263505,0.09290675,0.8342996,0.031932104,0.03433515,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\101.wav
102,周传雄 - 冬天的秘密.mp3,normal,,,,POP,,,,test/周传雄 - 冬天的秘密.mp3,0,,0,0,,,0,,2023-12-19T21:33:28,6592abeb3713042ee2067c49,0.9368207,0.044164848,9.2391994e-05,0.014040026,0.004882125,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\102.wav
103,周传雄 - 关不上的窗.mp3,normal,,,,POP,,,,test/周传雄 - 关不上的窗.mp3,0,,0,0,,,0,,2023-12-19T21:33:42,6592abeb3713042ee2067c48,0.030103346,0.01968255,0.0012328454,0.04815424,0.900827,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\103.wav
104,周传雄 - 黄昏.mp3,normal,,,,POP,,,,test/周传雄 - 黄昏.mp3,0,,0,0,,,0,,2023-12-19T21:33:57,6592abeb3713042ee2067c4a,0.13203126,0.016608221,0.1699322,0.6407452,0.040683094,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\104.wav
105,林宝 - 得不到的爱情.mp3,normal,,,,POP,,,,test/林宝 - 得不到的爱情.mp3,189,Shanghainese,0,0,,,0,,2023-12-19T21:35:18,6592abed3713042ee2067c65,0.002240279,0.0014221806,0.0018005071,0.9942061,0.00033094655,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\105.wav
106,Ania Cecilia - E l'Alba Verrà.mp3,normal,,,,WORLD_MUSIC,,,,test/Ania Cecilia - E l'Alba Verrà.mp3,0,,0,0,,,0,,2023-12-19T21:35:44,6592abe53713042ee2067bee,0.9895169,0.00017057742,4.1580886e-05,0.010193228,7.758352e-05,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\106.wav
107,E.S.P - 星茶会（吉他版）.mp3,normal,,,,INSTRUMENTAL,,,,test/E.S.P - 星茶会（吉他版）.mp3,0,,0,0,,,0,,2023-12-19T21:36:16,6592abe63713042ee2067bfb,6.452575e-07,6.2801764e-10,0.9999875,3.180674e-09,1.1962513e-05,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\107.wav
108,"EasyPop,GUMI,巡音ルカ - ハッピーシンセサイザ.mp3",normal,,,,POP,,,,"test/EasyPop,GUMI,巡音ルカ - ハッピーシンセサイザ.mp3",0,,0,0,,,0,,2023-12-19T21:36:38,6592abe63713042ee2067bfc,0.0040819077,0.008239215,0.0028742813,0.9845005,0.00030406177,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\108.wav
109,"fallen shepherd,RabbiTon Strings - ENDYMION (long edit).mp3",normal,,,,ELECTRONIC,,,,"test/fallen shepherd,RabbiTon Strings - ENDYMION (long edit).mp3",0,,0,0,,,0,,2023-12-19T21:37:12,6592abe93713042ee2067c26,1.7541263e-09,1.0,1.1671664e-08,8.082785e-12,1.7250051e-13,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\109.wav
110,Johann Strauss II - 蓝色多瑙河圆舞曲.mp3,normal,,,,CLASSICAL,,,,test/Johann Strauss II - 蓝色多瑙河圆舞曲.mp3,0,,0,0,,,0,,2023-12-19T21:37:50,6592abe73713042ee2067c0a,2.9424667e-05,5.5340354e-07,0.99121207,2.3327061e-06,0.008755686,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\110.wav
111,Johannes Brahms - Hungarian Dance.mp3,normal,,,,CLASSICAL,,,,test/Johannes Brahms - Hungarian Dance.mp3,0,,0,0,,,0,,2023-12-19T21:38:10,6592abe73713042ee2067c0b,1.9543693e-05,0.00039489273,0.9981396,0.00062731147,0.00081860507,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\111.wav
112,John Powell - Assassin's Tango.mp3,normal,,,,CLASSICAL,,,,test/John Powell - Assassin's Tango.mp3,0,,0,0,,,0,,2023-12-19T21:38:31,6592abe73713042ee2067c0c,0.03114681,0.007570332,0.2932964,0.6392252,0.028761374,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\112.wav
113,"livetune,初音ミク - Tell Your World.mp3",normal,,,,POP,,,,"test/livetune,初音ミク - Tell Your World.mp3",0,,0,0,,,0,,2023-12-19T21:39:01,6592abe93713042ee2067c28,7.7249973e-07,4.108651e-11,1.58679e-07,0.99999905,1.3822143e-09,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\113.wav
114,"M2U,Pica - 神話.mp3",normal,,,,ELECTRONIC,,,,"M2U,Pica - 神話.mp3",0,,0,0,,,0,,2023-12-19T21:39:23,6592a9fb3713042ee2067be8,0.059314214,0.17505522,0.007867529,0.75266266,0.00510042,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\114.wav
115,Massive New Krew - Ghetto Blaster.mp3,normal,,,,ELECTRONIC,,,,Massive New Krew - Ghetto Blaster.mp3,0,,0,0,,,0,,2023-12-19T21:39:38,6592ab443713042ee2067be9,1.0721316e-11,1.0,1.2998643e-16,5.539701e-08,2.907999e-18,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\115.wav
116,"n-buna,初音ミク - ウミユリ海底譚.mp3",normal,,,,ELECTRONIC,,,,"n-buna,初音ミク - ウミユリ海底譚.mp3",0,,0,0,,,0,,2023-12-19T21:39:52,6592abe53713042ee2067beb,0.0002504889,0.99974936,4.989725e-08,8.254753e-08,1.5800778e-09,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\116.wav
117,Pafe - Hello New World（翻自 初音ミク）.mp3,normal,,,,ELECTRONIC,,,,Pafe - Hello New World（翻自 初音ミク）.mp3,0,,0,0,,,0,,2023-12-19T21:40:07,6592abe53713042ee2067bea,0.11800383,0.79228646,0.027926395,0.057797242,0.0039860513,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\117.wav
118,"Shino,初音ミク - 優等生 (feat. 初音ミク).mp3",normal,,,,ELECTRONIC,,,,"test/Shino,初音ミク - 優等生 (feat. 初音ミク).mp3",0,,0,0,,,0,,2023-12-19T21:40:36,6592abe83713042ee2067c1b,8.8833964e-05,0.99933976,0.00034517865,0.00022594728,2.561003e-07,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\118.wav
119,"syudou,初音ミク - ビターチョコデコレーション.mp3",normal,,,,ELECTRONIC,,,,"test/syudou,初音ミク - ビターチョコデコレーション.mp3",0,,0,0,,,0,,2023-12-19T21:41:04,6592abe93713042ee2067c2a,2.0954911e-07,0.99989283,0.00010548551,1.4294009e-06,4.35768e-09,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\119.wav
120,Theodore Kuchar - Jazz Suite No.1： Waltz.mp3,normal,,,,CLASSICAL,,,,test/Theodore Kuchar - Jazz Suite No.1： Waltz.mp3,0,,0,0,,,0,,2023-12-19T21:41:25,6592abe93713042ee2067c1f,0.0018110599,1.8539326e-05,0.9972193,4.1660172e-05,0.0009094695,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\120.wav
121,yihuik苡慧 - 晚风.mp3,normal,,,,HIP_POP,,,,test/yihuik苡慧 - 晚风.mp3,0,,0,0,,,0,,2023-12-19T21:41:43,6592abe93713042ee2067c2c,5.0808776e-06,0.9999949,1.8692392e-10,2.4691484e-09,2.3169579e-10,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\121.wav
122,コアラモード. - 七色シンフォニー.mp3,normal,,,,POP,,,,test/コアラモード. - 七色シンフォニー.mp3,0,,0,0,,,0,,2023-12-19T21:42:07,6592abea3713042ee2067c31,2.799024e-13,0.99999964,3.4456087e-07,1.9689643e-10,6.2274133e-13,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\122.wav
123,"ササノマリイ,25時、ナイトコードで。,初音ミク - 自傷無色 (feat. 宵崎奏, 朝比奈まふゆ & 初音ミク).mp3",normal,,,,POP,,,,"test/ササノマリイ,25時、ナイトコードで。,初音ミク - 自傷無色 (feat. 宵崎奏, 朝比奈まふゆ & 初音ミク).mp3",0,,0,0,,,0,,2023-12-19T21:42:24,6592abea3713042ee2067c32,3.3626286e-06,0.9999956,9.776106e-07,6.057166e-08,5.1462683e-09,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\123.wav
124,"ナノウ,25時、ナイトコードで。,巡音ルカ - 演劇 (Game size).mp3",normal,,,,POP,,,,"test/ナノウ,25時、ナイトコードで。,巡音ルカ - 演劇 (Game size).mp3",0,,0,0,,,0,,2023-12-19T21:42:40,6592abea3713042ee2067c37,0.0106386775,1.1894443e-05,0.0017054926,0.987465,0.00017893338,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\124.wav
125,"はりーP,初音ミク - 泥中に咲く (feat. 初音ミク).mp3",normal,,,,POP,,,,"test/はりーP,初音ミク - 泥中に咲く (feat. 初音ミク).mp3",0,,0,0,,,0,,2023-12-19T21:43:00,6592abea3713042ee2067c2f,0.06835525,0.0023638532,0.024055615,0.068731636,0.8364937,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\125.wav
126,"ユリイ・カノン,GUMI - だれかの心臓になれたなら.mp3",normal,,,,POP,,,,"test/ユリイ・カノン,GUMI - だれかの心臓になれたなら.mp3",0,,0,0,,,0,,2023-12-19T21:43:14,6592abea3713042ee2067c38,0.8087671,0.03028219,0.00091603457,0.024182528,0.13585219,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\126.wav
127,"ヰ世界情緒,星界 - エリカの憂い - ヰ世界情緒 feat. 星界.mp3",normal,,,,POP,,,,"test/ヰ世界情緒,星界 - エリカの憂い - ヰ世界情緒 feat. 星界.mp3",0,,0,0,,,0,,2023-12-19T21:43:30,6592abea3713042ee2067c39,0.0004939244,0.00056029484,0.00027771265,0.99866307,4.9476052e-06,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\127.wav
128,陈慧琳 - 别来无恙.mp3,normal,,,,POP,,,,test/陈慧琳 - 别来无恙.mp3,0,,0,0,,,0,,2023-12-19T21:43:50,6592abed3713042ee2067c6d,0.012327554,0.00022228748,0.01682967,0.9704541,0.00016641911,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\128.wav
129,葱蒜酱 - 两个恰恰好.mp3,normal,,,,POP,,,,test/葱蒜酱 - 两个恰恰好.mp3,0,,0,0,,,0,,2023-12-19T21:44:02,6592abed3713042ee2067c69,0.0007788104,0.00024578575,0.00017378513,0.9987496,5.208405e-05,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\129.wav
130,封茗囧菌 - 我的悲伤是水做的.mp3,normal,,,,POP,,,,test/封茗囧菌 - 我的悲伤是水做的.mp3,0,,0,0,,,0,,2023-12-19T21:44:19,6592abec3713042ee2067c53,6.0260045e-05,5.608388e-08,0.0005233212,0.76140106,0.23801528,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\130.wav
131,韩凛 - 月半小夜曲（电吉他独奏）（Cover 李克勤票）.mp3,normal,,,,INSTRUMENTAL,,,,test/韩凛 - 月半小夜曲（电吉他独奏）（Cover 李克勤票）.mp3,0,,0,0,,,0,,2023-12-19T21:44:40,6592abee3713042ee2067c6f,2.8786184e-16,0.9999418,2.0678106e-05,3.751334e-05,3.1367782e-13,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\131.wav
132,藍月なくる - これくらいで.mp3,normal,,,,POP,,,,test/藍月なくる - これくらいで.mp3,0,,0,0,,,0,,2023-12-19T21:45:03,6592abed3713042ee2067c6b,0.0037262877,0.9856045,0.010050879,0.00022090151,0.0003974644,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\132.wav
133,"麦浚龙,谢安琪 - 罗生门.mp3",normal,,,,POP,,,,"test/麦浚龙,谢安琪 - 罗生门.mp3",0,,0,0,,,0,,2023-12-19T21:45:17,6592abee3713042ee2067c70,0.008563357,0.00050050253,0.0012345595,0.988057,0.0016446898,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\133.wav
134,七色鹿 - 浮生未歇.mp3,normal,,,,POP,,,,test/七色鹿 - 浮生未歇.mp3,0,,0,0,,,0,,2023-12-19T21:45:32,6592abea3713042ee2067c3b,0.00033525797,2.559187e-05,0.00021885011,0.09997194,0.89944834,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\134.wav
135,群星 - 舞蹈：碇步桥.mp3,normal,,,,INSTRUMENTAL,,,,test/群星 - 舞蹈：碇步桥.mp3,0,,0,0,,,0,,2023-12-19T21:45:51,6592abed3713042ee2067c67,0.11558152,0.0025870092,0.83357793,7.204225e-05,0.0481815,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\135.wav
136,盛开-舞蹈团(2).mp3,normal,,,,INSTRUMENTAL,,,,test/盛开-舞蹈团(2).mp3,0,,0,0,,,0,,2023-12-19T21:45:58,6592abed3713042ee2067c66,0.010504654,0.0010921387,0.96269894,0.010365853,0.015338397,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\136.wav
137,"司南,琉盈 - 夜宴风波.mp3",normal,,,,POP,,,,"test/司南,琉盈 - 夜宴风波.mp3",0,,0,0,,,0,,2023-12-19T21:46:19,6592abeb3713042ee2067c47,0.027743144,5.2372725e-05,0.009077009,0.96181315,0.0013142733,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\137.wav
138,"旺仔小乔,Ellivensen - 病变（女生版）.mp3",normal,,,,HIP_POP,,,,"test/旺仔小乔,Ellivensen - 病变（女生版）.mp3",0,,0,0,,,0,,2023-12-19T21:46:33,6592abed3713042ee2067c64,0.00015274662,0.19695015,0.7958335,0.0026431151,0.0044205342,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\138.wav
139,"徐良,吴昕 - 星座恋人.mp3",normal,,,,POP,,,,"test/徐良,吴昕 - 星座恋人.mp3",0,,0,0,,,0,,2023-12-19T21:46:54,6592abed3713042ee2067c5f,0.06924136,0.00018625545,0.027402971,0.90163594,0.0015334236,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\139.wav
140,"雪乃イト,初音ミク - 心拍ペアリング.mp3",normal,,,,WORLD_MUSIC,,,,"test/雪乃イト,初音ミク - 心拍ペアリング.mp3",0,,0,0,,,0,,2023-12-19T21:47:15,6592abee3713042ee2067c6e,6.5999004e-05,0.9996909,1.08037775e-05,0.00023226623,1.2452088e-07,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\140.wav
141,"巡音ルカ,emon (Tes.) - どりーみんチュチュ.mp3",normal,,,,WORLD_MUSIC,,,,"test/巡音ルカ,emon (Tes.) - どりーみんチュチュ.mp3",0,,0,0,,,0,,2023-12-19T21:47:30,6592abec3713042ee2067c56,0.0076047266,0.9913975,0.00072582695,0.00023048438,4.1449555e-05,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\141.wav
142,"药匙墨KITORA,薄啵啵 - 晓秋月明（沪语+粤语ver）.mp3",normal,,,,WORLD_MUSIC,,,,"test/药匙墨KITORA,薄啵啵 - 晓秋月明（沪语+粤语ver）.mp3",0,,0,0,,,0,,2023-12-19T21:47:45,6592abed3713042ee2067c68,1.9802162e-09,2.9907084e-12,3.566285e-06,0.0006064058,0.99939,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\142.wav
143,"一之瀬ユウ,GUMI - 心做し.mp3",normal,,,,POP,,,,"test/一之瀬ユウ,GUMI - 心做し.mp3",0,,0,0,,,0,,2023-12-19T21:48:07,6592abea3713042ee2067c3a,0.0060066693,0.9912395,0.00047191666,0.0022526074,2.9350062e-05,2,52.9,0.984919,0.0150808,C:\Users\86181\Desktop\MicroServices\microArch-final-project\heartWave\EmotionProcessor\src\python\143.wav
